"id_molec","name"
"Cl.BrCC1(S([C@H]2N(C1C(=O)OCC(Cl)(Cl)Cl)C(C2N)=O)=O)C","2,2,2-trichloroethyl 2-bromomethyl-2-methyl-6-aminopenam-3-carboxylate-1-oxide hydrochloride"
"BrCC1(S([C@H]2N(C1C(=O)OCC(Cl)(Cl)Cl)C(C2NC(CC2=CC=CC=C2)=O)=O)=O)C","2,2,2-trichloroethyl 2-bromomethyl-2-methyl-6-(2-phenylacetamido)-penam-3-carboxylate-1-oxide"
"Cl.BrCC1(S[C@H]2N(C1C(=O)OCC(Cl)(Cl)Cl)C(C2N)=O)C","2,2,2-trichloroethyl 2-bromomethyl-2-methyl-6-aminopenam-3-carboxylate hydrochloride"
"N1(CCCCC1)C(=S)SCC1(S[C@H]2N(C1C(=O)O)C(C2NC(CC2=CC=CC=C2)=O)=O)C.C(C2=CC=CC=C2)NCCNCC2=CC=CC=C2","n,n'-dibenzylethylenediamine 2-piperidinothiocarbonylthiomethyl-2-methyl-6-(2-phenylacetamido)penam-3-carboxylate"
"N1(CCCCC1)C(=S)SCC1(S[C@H]2N(C1C(=O)OCC(Cl)(Cl)Cl)C(C2NC(CC2=CC=CC=C2)=O)=O)C","2,2,2-trichloroethyl 2-piperidinothiocarbonylthiomethyl-2-methyl- 6-(2-phenylacetamido)penam-3-carboxylate"
"CN1N=NN=C1SCC1(S[C@H]2N(C1C(=O)O)C(C2NC(CN2N=NN=C2)=O)=O)C","2-(1-methyl-1h-tetrazol-5-yl)thiomethyl-2-methyl-6-[2-(1h-tetrazol-1-yl) acetamido]-penam-3-carboxylic acid"
"N(=[N+]=[N-])C1(CS[C@H]2N(C1C(=O)OCC(Cl)(Cl)Cl)C(C2NC(CC2=CC=CC=C2)=O)=O)C","2,2, 2-trichloroethyl 3-azido-3-methyl-7-(2-phenylacetamido)cepham-4-carboxylate"
"OC1(CS[C@H]2N(C1C(=O)OCC(Cl)(Cl)Cl)C(C2NC(CC2=CC=CC=C2)=O)=O)C","2,2,2-trichloroethyl 3-hydroxy-3-methyl-7-(2-phenylacetamido)cepham-4-carboxylate"
"C(CCCCCCCCCCC)SSCCCCCCCCCCCC","didodecyl disulfide"
"C(CCCCCCCCCCC)S","1-dodecanethiol"
"C1(=CC=C(C=C1)N=C1SCS1)C","2-p-tolylimino-1,3-dithietane"
"C1(=CC=C(C=C1)NC([S-])=S)C.[NH4+]","ammonium p-tolyldithiocarbamate"
"[N+](=O)([O-])C=1C=C(C=CC1)NC([S-])=S.[K+]","potassium m-nitrophenyldithiocarbamate"
"[N+](=O)([O-])C=1C=C(C=CC1)N=C=S","m-nitrophenyl isothiocyanate"
"CC(=CC(C)=O)CCC=C(CCC=C(C)C)C","4,8,12-trimethyl-3,7,11-tridecatrien-2-one"
"CC(C)=CCC\C(\C)=C\CO","geraniol"
"CSCC1=C(N)C=CC=C1","2-(methylthiomethyl)aniline"
"[Br-].Br[S+](C)C","bromodimethylsulfonium bromide"
"COC=1C=C2CC(NC2=CC1)=O","5-methoxy-2-oxindole"
"COC=1C=C2C(C(NC2=CC1)=S)C","5-methoxy-3-methylthio-2-oxindole"
"BrC1=CC=C(C2=CC=CC=C12)C(=O)OC(=O)C1=CC=C(C2=CC=CC=C12)Br","4-bromo-naphthalic acid anhydride"
"ClC1=CC=C(C2=CC=CC=C12)C(=O)O","4-chloro-naphthalic acid"
"C1(=CC=CC2=CC=CC=C12)C(=O)O","naphthalic acid"
"BrC1=CC=C(C2=CC=CC=C12)C(=O)O","4-bromo-naphthalic acid"
"C(CCCCCCCCCCC)C=1C2(C(C=CC1)(O)S2)CCCCCCCCCCCC","bis dodecyl phenol sulphide"
"C(CCCCCCCCCCC)C1=C(C=CC=C1)O","dodecyl phenol"
"O=C1C(CC=2C(CCC(C12)(C)C)=O)C(=O)OC","methyl 1,4-diketo-7,7-dimethyl-4,5,6,7-tetrahydroindane-2-carboxylate"
"CC1=C[C@@H](OC1=O)O/C=C/2\[C@H]3CC4=C([C@H]3OC2=O)C(CC[C@@H]4O)(C)C","strigol"
"CC1=C(C(CCC1=O)(C)C)C(=O)O","2,6,6-trimethylcyclohex-1-en-3-one-1-carboxylic acid"
"[Na]C(C(=O)OC)C(=O)OC","dimethyl sodiomalonate"
"OCCCNC(=O)CCCCCCCCC#CC#CCCCCCCCCC(=O)[O-].OCCC[NH3+]","3-hydroxypropylammonium 20-[n-(3-hydroxypropyl)carbamoyl]-9,11-eicosadiyne-1-carboxylate"
"C(CCCCCCCCC#CC#CCCCCCCCCC(=O)O)(=O)O","10,12-docosadiynedioic acid"
"C(=O)(OC)CCCCCCC=1C(CC(C1OC)O)=O","2-(6'-carbomethoxyhexyl)-3-methoxy-4-hydroxy-2-cyclo-penten-1-one"
"C(=O)(OC)CCCCCCC=1C(CC(C1OC)=O)=O","2-(6'-carbomethoxyhexyl)-3-methoxy-4-oxo-2-cyclopenten-1-one"
"[C-]#N.C(C)[Al+]CC","diethylaluminum cyanide"
"C(=O)(OC)CCCCCCC=1C(CC(C1C#N)O)=O","2-(6'-carbomethoxyhexyl)-3-cyano-4-hydroxy-2-cyclopenten-1-one"
"C(=O)(OC)CCCCCCC1C(CC(C1C#N)O)=O","2-(6'-carbomethoxyhexyl)-3-cyano-4-hydroxy-cyclopentanone"
"C(=O)(OC)CCCCCCC1C(CC(C1C#N)O)O","2-(6'-carbomethoxyhexyl)-3-cyano-cyclopentane-1,4-diol"
"C(=O)(OCC)CCCCCCC=1C(CC(C1OC)=O)=O","2-(6'-carbethoxyhexyl)-3-methoxy-4-oxo-2-cyclopenten-1-one"
"C(=O)(OCC)CCCCCCC1C(CC(C1=O)=O)=O","2-(6'-carboethoxyhexyl)-cyclopentan-1,3,4-trione"
"C(=O)(OCC)CCCCCCC=1C(CC(C1OC)O)=O","2-(6'-carboethoxyhexyl)-3-methoxy-4-hydroxy-2-cyclopenten-1-one"
"C(=O)(OCC)CCCCCCC=1C(CC(C1C#N)O)=O","2-(6'-carbethoxyhexyl)-3-cyano-4-hydroxy-2-cyclopenten-1-one"
"C(=O)(OCC)CCCCCCC=1C(CC(C1C#N)OC(C)=O)=O","2-(6'-carbethoxyhexyl)-3-cyano-4-acetoxy-2-cyclopenten-1-one"
"C(=O)(OCC)CCCCCCC=1C(CC(C1OC)OC(C)=O)=O","2-(6'-carbethoxyhexyl)-3-methoxy-4-acetoxy-2-cyclopenten-1-one"
"S(=O)(=O)(C1=CC=C(C)C=C1)OCCCC=CC#CCC","1-tosyloxy-non-4-en-6-yne"
"C(CCC=CC#CCC)O","non-4-en-6-yn-1-ol"
"BrCCCC=CC#CCC","1-bromonon-4-en-6-yne"
"[Br-].[Na+]","sodium bromide"
"[Br-].C(C#C)N1CC[N+]2=C1SC=C2C","7-propargyl-3-methyl-5,6-dihydroimidazo[2,1-b]thiazolium bromide"
"CC=1N2C(SC1)=NCC2","3-methyl-5,6-dihydroimidazo[2,1-b]thiazole"
"[Cl-].CC1=C([N+]2(C(S1)N(C=C2)CC2=CC=CC=C2)CC)CC","2-methyl-3,4-diethyl-7-benzylimidazo[2,1-b]thiazolium chloride"
"[Cl-].C(CC)C1=C([N+]2(C(S1)N(C=C2)CC2=CC=C(C=C2)F)CC)CC","2-n-propyl-3,4-diethyl-7-(p-fluorobenzyl)imidazo[2,1-b]thiazolium chloride"
"[Br-].C1(=CC=CC=C1)C=1[N+]2=C(SC1)N(C=C2)CC2=C(C=CC=C2)OC","3-phenyl-7-(o-methoxybenzyl)imidazo[2,1-b]thiazolium bromide"
"[Cl-].COC=1C=C(CC=2[N+]3=C(SC2)N(C=C3)CC3=CC=CC=C3)C=C(C1)OC","3-(3,5-dimethoxybenzyl)-7-benzylimidazo[2,1-b]thiazolium chloride"
"[Br-].CC=1[N+]2=C(SC1)N(C=C2)CC2=CC=C(C=C2)C2=CC=CC=C2","3-methyl-7-(p-phenylbenzyl)imidazo[2,1-b]thiazolium bromide"
"[Br-].CC1=C(CC=2[N+]3=C(SC2)N(C(=C3)C)CC3=CC=C(C=C3)Cl)C=CC(=C1)C","3-(2,4-dimethylbenzyl)-6-methyl-7-(p-chlorobenzyl)imidazo[2,1-b]thiazolium bromide"
"[Br-].ClC1=CC=C(C=C1)C=1[N+]2=C(SC1)N(C=C2)CC#C","3-(p-chlorophenyl)-7-propargylimidazo[2,1-b]thiazolium bromide"
"[Cl-].CC1=C(C=CC(=C1)C)C=1[N+]2=C(SC1)N(C(=C2)C2=C(C=C(C=C2)C)C)CC2=CC=CC=C2","3,6-bis(2,4-dimethylphenyl)-7-benzylimidazo[2,1-b]thiazolium chloride"
"[Cl-].FC1=CC=C(C[N+]=2C=CN3C2SC2=C3CCCC2)C=C1","p-fluorobenzyl-5,6,7,8-tetrahydroimidazo[2,1-b]benzthiazolium chloride"
"[Br-].C(C#C)[N+]=1C=CN2C1SC1=C2CCCC1","1-propargyl-5,6,7,8-tetrahydroimidazo[2,1-b]benzthiazolium bromide"
"COC(CCCCCCCC=1OC(=CC1)C=CC(CCCCC)=O)=O","8-[5-(3-oxo-1-octenyl)-2-furyl]-octanoic acid methyl ester"
"O=C(C=CC1=CC=C(O1)CCCCCCCC(=O)O)CCCCC","8-[5-(3-oxo-1-octenyl)-2-furyl]-octanoic acid"
"C(C)OC(CCCCCCCC=1OC(=CC1)C=CC(CCCCC)=O)=O","8-[5-(3-oxo-1-octenyl)-2-furyl]-octanoic acid ethyl ester"
"C(C)OC(CCCCCCCC=1OC(=CC1)CCC(CCCCC)=O)=O","8-[5-(3-oxooctyl)-2-furyl]-octanoic acid ethyl ester"
"CC1=CC=C(O1)C=CC(CCCCC)O","1-(5-methyl-2-furyl)-1-octen-3-ol"
"CC1=CC=C(O1)C=CC(CCCCC)=O","1-(5-methyl-2-furyl)-1-octen-3-one"
"OC(CCC1=CC=C(O1)CCCCCCCC(=O)O)CCCCC","8-[5-(3-hydroxyoctyl)-2-furyl]-octanoic acid"
"C(C)OC(CCCCCCCC=1OC(=CC1)CCC(CCCCC)O)=O","8-[5-(3-hydroxyoctyl)-2-furyl]-octanoic acid ethyl ester"
"COC(CCCCCCCC=1OC(=CC1)CCC(CCCCC)=O)=O","8-[5-(3-oxooctyl)-2-furyl]-octanoic acid methyl ester"
"OC(CCC1=CC=C(O1)CCCCCCCC(=O)O)(CCCCC)C","8-[5-(3-hydroxy-3-methyloctyl)-2-furyl]-octanoic acid"
"COC(CCCCCCCC=1OC(=CC1)CCC(CCCCC)(C)O)=O","8-[5-(3-hydroxy-3-methyloctyl)-2-furyl]-octanoic acid methyl ester"
"O.O.S(=O)(=O)([O-])OC=1C(=O)O[C@@H](C1[O-])[C@@H](O)CO.[Ba+2]","barium l-ascorbate 2-sulfate dihydrate"
"O=C1C(O)=C(O)[C@H](O1)[C@@H](O)CO","l-ascorbic acid"
"CN(C)C.S(=O)(=O)=O","trimethylamine sulfur trioxide"
"[OH-].[Ba+2].[OH-]","barium hydroxide"
"S(=O)(=O)([O-])OC=1C(=O)O[C@@H](C1[O-])[C@@H](O)CO.[NH+]1=CC=CC=C1.[NH+]1=CC=CC=C1","pyridinium l-ascorbate 2-sulfate"
"C(CCCCC)C1C(CCC1=O)C(=O)O","2n-hexyl-3-oxo-cyclopentane-carboxylic acid"
"C(CCC(=O)[O-])(C(=O)OCC)C(=O)[O-]","ethyl propane-1,1,3-tricarboxylate"
"BrC(C(=O)OCC)CCCCCC","ethyl α-bromocaprylate"
"C(CCCCC)C1C(CCC1=O)C(=O)OC","methyl 2-n-hexyl-3-oxo-cyclopentanecarboxylate"
"C(CCCCC)C1C(CCC1=O)C(=O)OCC","ethyl 2-n-hexyl-3-oxo-cyclopentanecarboxylate"
"C(CCCC)C1C(CCC1=O)C(=O)O","2-n-pentyl-3-oxo-cyclopentanecarboxylic acid"
"C(CCC(=O)[O-])(C(=O)OC)C(=O)[O-]","methyl propane-1,1,3-tricarboxylate"
"BrC(C(=O)OC)CCCCC","methyl α-bromoheptanoate"
"C(CCCCC)C1C(CCC1C#N)=O","2-n-hexyl-3-cyanocyclopentanone"
"C(CCCCC)C=1C(CCC1)=O","2-n-hexyl-2-cyclopentenone"
"CC(C)(C#N)O","acetone cyanhydrine"
"C(CC(C)C)C1C(CCC1=O)C(=O)OC","methyl 2-iso-pentyl-3-oxocyclopentanecarboxylate"
"C(CC(C)C)C1C(CCC1C#N)=O","2-iso-pentyl-3-cyanocyclopentanone"
"C(CC(C)C)C1C(CCC1=O)C(=O)OCC","ethyl 2-isopentyl-3-oxocyclopentanecarboxylate"
"C(CCCCC)C1C(CCC1C[N+](=O)[O-])=O","2-n-hexyl-3-nitromethylcyclopentanone"
"C(NC(=O)N)([O-])=N","allophanimidate"
"C(NC(=O)N)([S-])=N","thioallophanimidate"
"NC(O)=N","pseudourea"
"NC(S)=N","2-thiopseudourea"
"ClC1=CC=C(C=C1)NC(NC(OC)=N)=O","methyl 4-(4-chlorophenyl)allophanimidate"
"ClC1=CC=C(C=C1)NC(=O)N=C(OC)NC(NC(=O)OCC)=O","ethyl 4-[1-(4-chlorophenylcarbamoylimino)-1-(methoxy)methyl]allophanate"
"C(C)OC(=O)N=C=O","ethoxycarbonyl isocyanate"
"ClC=1C=CC2=C(C(=NCC(N2CNC(OCC)=O)=O)C2=CC=CC=C2)C1","ethyl [(7-chloro-2,3-dihydro-2-oxo-5-phenyl-1h-1,4-benzodiazepin-1-yl)methyl]carbamate"
"Cl.NCC(=O)N(C1=C(C=C(C=C1)Cl)C(C1=CC=CC=C1)=O)CNC(=O)OCC","2-amino-n-[(ethoxycarbonylamino)methyl]-2'-benzoyl-4'-chloroacetanilide hydrochloride"
"BrCCCC(=O)O","4-bromobutyric acid"
"CC(C(=O)OCC)(CCCC)C","ethyl 2,2-dimethylhexanoate"
"C(C)(=O)O[C@H](/C=C/[C@H]1C2C(C([C@@H]1C\C=C/CCCC(=O)O)=O)O2)CCCCC","(5z,13e,15s)-15-acetoxy-10ξ,11ξ-epoxy-9-oxoprosta-5,13-dien-1-oic acid"
"O1C2C([C@H](C\C=C/CCCC(=O)O)[C@H](C21)\C=C\[C@H](CCCCC)O)=O","(5z,13e,15s)-10ξ,11ξ-epoxy-15-hydroxy-9-oxoprosta-5,13-dien-1-oic acid"
"C(C)(=O)O[C@H](/C=C/[C@H]1C(C=C[C@@H]1C\C=C/CCCC(=O)O)O)CCCCC","(5z,13e,15s)-15-acetyloxy-11ξ-hydroxyprosta-5,9,13-trien-1-oic acid"
"C(C)(=O)O[C@H](/C=C/[C@H]1C(C=C[C@@H]1C\C=C/CCCC(=O)OC)O)CCCCC","methyl (5z,13e,15s)-15-acetyloxy-11ξ-hydroxyprosta-5,9,13-trien-1-oate"
"C(C)(=O)O[C@H](/C=C/[C@H]1C(C=C[C@@H]1C\C=C/CCCC(=O)OC)=O)CCCCC","methyl (5z,13e,15s)-15-acetyloxy-11-oxoprosta-5,9,13-trien-1-oate"
"C1(=CC(=CC=2C(=CC(=CC12)C(=O)O)C(=O)O)C(=O)O)C(=O)O","1,3,5,7-naphthalenetetracarboxylic acid"
"C1(=CC(=CC=2C(=CC(=CC12)C(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-].[K+].[K+].[K+].[K+]","tetrapotassium 1,3,5,7-naphthalenetetracarboxylate"
"CC1=C(C=C(C(=C1C)O)C(C)(C)C)CCC(=O)OC(CSCCCCCCCCCCCC)CSCCCCCCCCCCCC","1,3-bis(n-dodecylthio)-2-propyl 3-(2,3-dimethyl-5-tert-butyl-4-hydroxyphenyl)propionate"
"C(CCCCCCCCCCC)SCC(CSCCCCCCCCCCCC)O","1,3-bis(n-dodecylthio)-2-propanol"
"C(CCCCCCCCCCCCCCC)OCC(CSCCCCCCCCCCCC)O","1-n-hexadecyloxy-3-n-dodecylthio-2-propanol"
"CC1=C(C=C(C(=C1C)O)C(C)(C)C)CCC(=O)OC","methyl 3-(2,3-dimethyl-5-tert-butyl-4-hydroxyphenyl)propionate"
"CC=1C=C(C=C(C1O)C(C)(C)C)CCC(=O)OC","methyl 3-(3-methyl-5-tert-butyl-4-hydroxyphenyl)propionate"
"CN(C)C1=CC=C(C=C1)C(=N)C2=CC=C(C=C2)N(C)C","auramine o base"
"CN(C)C1=CC=C(C=C1)C(=N)C2=CC=C(C=C2)N(C)C.Cl","auramine o"
"ClC1=CC=C(C=C1)C1=C(C=CC(=C1)F)C=O","4-chloro-5'-fluoro-2'-formylbiphenyl"
"ClC1=CC=C(C=C1)C1=C(C=CC(=C1)F)C","4-chloro-5'-fluoro-2'-methylbiphenyl"
"FC1=CC=C(C(NBr)=C1)C","5-fluoro-o-toluidinylbromide"
"FC1=CC=C(C(N)=C1)C","5-fluoro-o-toluidine"
"FC=1C=CC(=C(C(=O)C2=CC=C(C=C2)S(=O)C)C1)C","5-fluoro-2-methyl-4'-methylsulfinylbenzophenone"
"CS(=O)C1=CC=C(C(=O)Cl)C=C1","p-methylsulfinylbenzoyl chloride"
"FC1=CC=C(C=C1)C","p-fluorotoluene"
"C1(=CC=CC=C1)CC1=CC=CC=C1","diphenylmethane"
"FC1=CCC(C(=C1)C1=CC=C(C=C1)S(=O)C)(N)[N+](=O)[O-]","5-fluoro-4'-methylsulfinyl-2-nitrobiphenylamine"
"IC1=C(C=CC(=C1)F)[N+](=O)[O-]","2-iodo-4-fluoronitrobenzene"
"CS(=O)C1=CC=C(N)C=C1","p-methylsulfinylaniline"
"C1(CC1)CN=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2","n-cyclopropylmethyl-10,11-dihydro-5h-dibenzo[a,d]cyclohepten-5-imine"
"CN=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2","n-methyl-10,11-dihydro-5h-dibenzo[a,d]cyclohepten-5-imine"
"C1(CC1)CN","cyclopropylmethylamine"
"C1=CC=CC=2C(C3=C(CCC21)C=CC=C3)=O","10,11-dihydro-5h-dibenzo[a,d]cyclohepten-5-one"
"C1(CC1)N=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2","n-cyclopropyl-10,11-dihydro-5h-dibenzo-[a,d]cyclohepten-5-imine"
"CN=C1C2=C(C=CC3=C1C=CC=C3)C=CC=C2","n-methyl-5h-dibenzo[a,d]cyclohepten-5-imine"
"C1=CC=CC=2C(C3=C(C=CC21)C=CC=C3)=O","5h-dibenzo[a,d]-cyclohepten-5-one"
"[Cl-].N(C1=CC=CC=C1)C[P+](CNC1=CC=CC=C1)(CNC1=CC=CC=C1)CNC1=CC=CC=C1","tetrakis(anilinomethyl)phosphonium chloride"
"[Cl-].OC[P+](CO)(CO)CO","tetrakis(hydroxymethyl)phosphonium chloride"
"[Cl-].[Cl-].C1(=CC=CC=C1)P","phenylphosphine dichloride"
"C1=CC=CC2=CC=CC=C12","naphthalene"
"C1(=CC=CC=C1)P(Cl)Cl","c6h5pcl2"
"[Cl-].[Cl-].C1(=CC=C(C=C1)P)C","p-tolylphosphine dichloride"
"C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O","α-6-deoxy-5-hydroxytetracycline"
"S(=O)(=O)(O)C1=CC=C(C(C(=O)O)=C1)O","5-sulfosalicyclic acid"
"ClC1=CC=C(C=C1)P(C1=CC=C(C=C1)Cl)C1=CC=C(C=C1)Cl","tri-(4-chlorophenyl)phosphine"
"CC/C=C\C[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O","pgf3α"
"CC/C=C\C[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O","pge3"
"CC/C=C\C[C@@H](/C=C/C1=C(C(=O)CC1)C/C=C\CCCC(=O)O)O","pgb3"
"COC1=C(C=C(C(=O)C2=CC(=CC=C2)C(F)(F)F)C=C1)C","4-methoxy-3-methyl-3'-trifluoromethylbenzophenone"
"FC(C=1C=C(C(=O)O)C=CC1)(F)F","m-trifluoromethylbenzoic acid"
"CC1=C(C=CC=C1)OC","o-methylanisole"
"COC1=C(C=C(C(=O)C2=CC(=CC=C2)C)C=C1)C","4-methoxy-3,3'-dimethylbenzophenone"
"C1(=CC(=CC=C1)C(=O)O)C","m-toluic acid"
"COC1=C(C=C(C(=O)C2=C(C=CC=C2)C)C=C1)C","4-methoxy-2',3 -dimethylbenzophenone"
"COC1=C(C=C(C(=O)C2=CC=C(C=C2)C)C=C1)C","4-methoxy-3,4'-dimethylbenzophenone"
"OCC1CCCCCCC1","hydroxymethylcyclooctane"
"C(C)OP(=O)(OCC)OCC","triethylphosphate"
"C1=CCCC=CCC1","1,5-cyclooctadiene"
"OC(CC#N)(C1=CC=C(C=C1)Cl)C1=CC=C(C=C1)C1=CC=C(C=C1)Cl","3-hydroxy-3-(4'-chloro-4-biphenylyl)-3-p-chlorophenylpropionitrile"
"ClC1=CC=C(C=C1)C(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)Cl","4'-chloro-4-biphenylyl 4-chlorophenyl ketone"
"OC(CC#N)(C1=CC=C(C=C1)Cl)C1=CC=C(C=C1)C1=CC=C(C=C1)Br","3-hydroxy-3-(4'-bromo-4-biphenylyl)-3-p-chlorophenylpropionitrile"
"BrC1=CC=C(C=C1)C1=C(C=CC=C1)C1(CC=C(C=C1)C(=O)C1=CCC(C=C1)(C1=C(C=CC=C1)C1=CC=C(C=C1)Br)Cl)Cl","4'-bromo-4-biphenylyl-4-chlorophenyl ketone"
"BrC1=CC=C(C=C1)C1=CC=CC=C1","4-bromobiphenyl"
"C(C)(=O)OC1=CCCCC1","1-acetoxycyclohexene"
"C(C)(=O)OC1CCCCC1","cyclohexyl acetate"
"ClC=1C=C(C=CC1SC)C(CNC(C)C)O","1-(3-chloro-4-methylthiophenyl)-2-isopropylaminoethanol"
"ClC=1C=C(C=CC1SC)C(CBr)O","1-(3-chloro-4-methylthiophenyl)-2-bromoethanol"
"CC1=C(SC=C1C)C(CNC(C)C)O","1-(3-methyl-4-methylthiophenyl)-2-isopropylaminoethanol"
"CC1=C(SC=C1C)C1CO1","3-methyl-4-methylthiophenylethylene oxide"
"C(C(=O)O)(=O)O.CC1=C(SC=C1C)C(CNC(C)C)O","1-(3-methyl-4-methylthiophenyl)-2-isopropylaminoethanol oxalate"
"O=C([C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)OC(CNC(C)C)C=1SC=C(C1C)C","1-(3-methyl-4-methylthiophenyl)-2-isopropylaminoethanol gluconate"
"O=C([C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)O","gluconic acid"
"C(C(O)C)(=O)OC(CNC(C)C)C=1SC=C(C1C)C","1-(3-methyl-4-methylthiophenyl)-2-isopropylaminoethanol lactate"
"C1(=CC=CC=C1)P(C(CCC)NC(=O)NC1=CC=C(C=C1)Cl)(C1=CC=CC=C1)=O","diphenyl{1-[3-(4-chlorophenyl)ureido]butyl}phosphine oxide"
"ClC1=CC=C(C=C1)NC(=O)N","p-chlorophenylurea"
"C1(=CC=CC=C1)P(OC1=CC=CC=C1)C1=CC=CC=C1","phenyl diphenylphosphinite"
"C1(=CC=CC=C1)N(C(NC(C1=CC=C(C=C1)[N+](=O)[O-])P(OC1=CC=CC=C1)(OC1=CC=CC=C1)=O)=O)C1=CC=CC=C1","diphenyl α-(3,3-diphenylureido)-4-nitrobenzyl- phosphonate"
"C1(=CC=CC=C1)N(C(=O)N)C1=CC=CC=C1","1,1-diphenylurea"
"C1(=CC=CC=C1)N(C(NC(C)P(O)(O)=O)=O)C1=CC=CC=C1","1-(3,3-diphenylureido)ethylphosphonic acid"
"P([O-])([O-])[O-]","phosphite"
"C1(=CC=CC=C1)OP(=O)(C1=CC=CC=C1)C(C)NS(=O)(=O)N1CCCCC1","phenyl[1-(piperidinosulfonylamino)ethyl]phenylphosphinate"
"C1(=CC=CC=C1)P(OC1=CC=CC=C1)OC1=CC=CC=C1","diphenyl phenylphosphonite"
"N1(CCCCC1)S(=O)(=O)N","piperidinosulfonylamine"
"O1CCN(CC1)S(=O)(=O)NC(C)P(OC1=CC=CC=C1)(OC1=CC=CC=C1)=O","diphenyl 1-(morpholinosulfonylamino)ethylphosphonate"
"O1CCN(CC1)S(=O)(=O)N","morpholinosulfonylamine"
"C1(=CC=CC=C1)P(C(C)NS(=O)(=O)N1CCOCC1)(C1=CC=CC=C1)=O","diphenyl[1-(morpholinosulfonylamino)ethyl]phosphine oxide"
"[N+](=O)([O-])C1=C(C=CC=C1)O","nitrophenol"
"[Li]C(CC(CC)C)(C)C=1C=C(C(=C)C)C=CC1","3-(1-lithio-1,3-dimethylpentyl)-alphamethyl-styrene"
"C(=C)(C)C1=CC(=CC=C1)C(=C)C","1,3-diisopropenyl benzene"
"C(C1=CC=CC=C1)(=O)C1=CC=C(OCCCCOC2=CC=C(C=C2)C(C2=CC=CC=C2)=O)C=C1","1,4-bis(4-benzoylphenoxy)butane"
"O(C1=CC=CC=C1)CCCCOC1=CC=CC=C1","1,4-diphenoxy-n-butane"
"C(C1=CC=CC=C1)(=O)C1=CC=C(OCCCOC2=CC=C(C=C2)C(C2=CC=CC=C2)=O)C=C1","1,3-bis(4-benzoylphenoxy)propane"
"O(C1=CC=CC=C1)CCCOC1=CC=CC=C1","1,3-diphenoxypropane"
"NC(C1=CC=CC=C1)C1=CC=C(OCCCOC2=CC=C(C=C2)C(C2=CC=CC=C2)N)C=C1","1,3-bis[4-(alpha-aminobenzyl)phenoxy]propane"
"C(C1=CC=CC=C1)(C1=CC=C(OCCCOC2=CC=C(C=C2)C(C2=CC=CC=C2)=NO)C=C1)=NO","1,3-bis(4-benzoylphenoxy)propane dioxime"
"NC(C1=CC=C(C=C1)C(C1=CC=C(C=C1)C(N)C1=CC=CC=C1)N)C1=CC=CC=C1","1,1 -bis(alpha-amino-alpha-phenyl-p-tolyl) methylamine"
"C(C1=CC=CC=C1)(C1=CC=C(C(C2=CC=C(C=C2)C(C2=CC=CC=C2)=NO)=NO)C=C1)=NO","4,4'-dibenzoylbenzophenone trioxime"
"CC=1C=C(C(=O)C2=CC3=C(OC4=C3C=C(C=C4)C(C4=CC(=CC=C4)C)=O)C=C2)C=CC1","2,8-bis(3-methylbenzoyl)dibenzofuran"
"C1=CC=CC=2OC3=C(C21)C=CC=C3","dibenzofuran"
"C1(=CC(=CC=C1)C(=O)Cl)C","m-toluoyl chloride"
"C(C1=CC=CC=C1)(=O)C1=CC=C(C=C1)C(C1=CC=CC=C1)=O","1,4-dibenzoylbenzene"
"C(C1=CC=C(C(=O)Cl)C=C1)(=O)Cl","terephthaloyl dichloride"
"NC(C1=CC=CC=C1)C1=CC=C(C=C1)C(C1=CC=CC=C1)N","1,4-bis(alpha-aminobenzyl)benzene"
"C(C1=CC=CC=C1)(C1=CC=C(C=C1)C(C1=CC=CC=C1)=NO)=NO","1,4-dibenzoylbenzene dioxime"
"C1(=CC=C(C=C1)S(=O)(=O)[O-])C.C[N+](CCO)(CCO)C","dimethyl di (βhydroxyethyl) ammonium para-toluene sulfonate"
"CN(CCO)CCO","methyl diethanolamine"
"C1(=CC=C(C=C1)S(=O)(=O)OC)C","methyl para-toluene sulfonate"
"C1(=CC=C(C=C1)S(=O)(=O)[O-])C.C[N+](CCO)(CCO)CC","methyl-ethyl di (βhydroxyethyl) ammonium para-toluene sulfonate"
"C(C)N(CCO)CCO","ethyldiethanolamine"
"CC1(CC(C2=CC(=CC=C12)O)(C)C)C","1,1,3,3-tetramethyl-5-hydroxyindane"
"C(C)(C)C1=CC=C(C=C1)O","4-isopropyl-phenol"
"CC1(CC(C2=CC(=CC=C12)O)(C)C)C1=CC=CC=C1","1,3,3-trimethyl-1-phenyl-5-hydroxy-indane"
