"source","target","role"
"FC1=C(C=C(C(=O)NC2=CC=CC=C2)C=C1)[N+](=O)[O-]","US06268387B110","reactant"
"[Na]","US06268387B110","reactant"
"C(CC(O)(C(=O)O)CC(=O)O)(=O)O","US06268387B110","reactant"
"C(C(=O)Cl)(=O)Cl","US06268387B111","reactant"
"COC1=C(C=C(C(=O)O)C=C1)[N+](=O)[O-]","US06268387B111","reactant"
"CN(C=O)C","US06268387B111","reactant"
"CC=1C=C(N)C=C(C1)C","US06268387B111","reactant"
"C(C(=O)Cl)(=O)Cl","US06268387B112","reactant"
"COC1=C(C=C(C(=O)O)C=C1)[N+](=O)[O-]","US06268387B112","reactant"
"CN(C)C=O","US06268387B112","reactant"
"ClC=1C=C(N)C=CC1C","US06268387B112","reactant"
"C(C(=O)Cl)(=O)Cl","US06268387B113","reactant"
"ClC1=C(C=C(C(=O)O)C=C1)[N+](=O)[O-]","US06268387B113","reactant"
"CN(C)C=O","US06268387B113","reactant"
"NC1=CC=CC=C1","US06268387B113","reactant"
"C(C(=O)Cl)(=O)Cl","US06268387B114","reactant"
"COC1=C(C=C(C(=O)O)C=C1)[N+](=O)[O-]","US06268387B114","reactant"
"CN(C)C=O","US06268387B114","reactant"
"FC1=C(N)C=CC(=C1)F","US06268387B114","reactant"
"C(C(=O)Cl)(=O)Cl","US06268387B115","reactant"
"COC1=C(C=C(C(=O)O)C=C1)[N+](=O)[O-]","US06268387B115","reactant"
"CN(C)C=O","US06268387B115","reactant"
"FC=1C=C(N)C=CC1F","US06268387B115","reactant"
"C(C(=O)Cl)(=O)Cl","US06268387B116","reactant"
"COC1=C(C=C(C(=O)O)C=C1)[N+](=O)[O-]","US06268387B116","reactant"
"CN(C)C=O","US06268387B116","reactant"
"ClC=1C=C(N)C=CC1","US06268387B116","reactant"
"CN(C)C=O","US06268387B116","reactant"
"C(C)C1=CC=C(C(=O)O)C=C1","US06268387B117","reactant"
"[N+](=O)(O)[O-]","US06268387B117","reactant"
"C(C(=O)Cl)(=O)Cl","US06268387B118","reactant"
"[N+](=O)([O-])C=1C=C(C(=O)O)C=CC1CC","US06268387B118","reactant"
"CN(C)C=O","US06268387B118","reactant"
"FC=1C=C(N)C=CC1F","US06268387B118","reactant"
"C(C1=CC=CC=C1)(=O)Cl","US06268387B119","reactant"
"FC1=C(C=C(N)C=C1)[N+](=O)[O-]","US06268387B119","reactant"
"C(C)N(CC)CC","US06268387B119","reactant"
"FC1=C(C=C(C=C1)NC(C1=CC=CC=C1)=O)[N+](=O)[O-]","US06268387B120","reactant"
"[Na]","US06268387B120","reactant"
"CO","US06268387B120","reactant"
"COC1=C(C=C(C=C1)NC(C1=CC=CC=C1)=O)[N+](=O)[O-]","US06268387B121","reactant"
"ClC=1C=C(C(=O)Cl)C=CC1Cl","US06268387B122","reactant"
"FC1=C(C=C(N)C=C1)[N+](=O)[O-]","US06268387B122","reactant"
"C(C)N(CC)CC","US06268387B122","reactant"
"ClC=1C=C(C(=O)NC2=CC(=C(C=C2)F)[N+](=O)[O-])C=CC1Cl","US06268387B123","reactant"
"[Na]","US06268387B123","reactant"
"CO","US06268387B123","reactant"
"C1(=CC=CC=C1)N=C=O","US06268387B124","reactant"
"FC1=C(C=C(N)C=C1)[N+](=O)[O-]","US06268387B124","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1","US06268387B125","reactant"
"C1(=CC=CC=C1)[Bi](C1=CC=CC=C1)C1=CC=CC=C1","US06268387B125","reactant"
"C(C)N(CC)CC","US06268387B125","reactant"
"Cl","US06268387B125","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1","US06268387B126","reactant"
"ClC=1C=C(C=C(C1)Cl)I","US06268387B126","reactant"
"C(C)N1CCOCC1","US06268387B126","reactant"
"Cl","US06268387B126","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1","US06268387B127","reactant"
"COC1=C(C=CC=C1)[Bi](C1=C(C=CC=C1)OC)C1=C(C=CC=C1)OC","US06268387B127","reactant"
"C(C)N(CC)CC","US06268387B127","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B128","reactant"
"C1(=CC=CC=C1)[Bi](C1=CC=CC=C1)C1=CC=CC=C1","US06268387B128","reactant"
"C(C)N(CC)CC","US06268387B128","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B129","reactant"
"COC1=C(C=CC=C1)[Bi](C1=C(C=CC=C1)OC)C1=C(C=CC=C1)OC","US06268387B129","reactant"
"C(C)N(CC)CC","US06268387B129","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B130","reactant"
"FC(C=1C=C(C=CC1)[Bi](C1=CC(=CC=C1)C(F)(F)F)C1=CC(=CC=C1)C(F)(F)F)(F)F","US06268387B130","reactant"
"C(C)N(CC)CC","US06268387B130","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B131","reactant"
"ClC=1C=C(C=CC1)[Bi](C1=CC(=CC=C1)Cl)C1=CC(=CC=C1)Cl","US06268387B131","reactant"
"C(C)N(CC)CC","US06268387B131","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B132","reactant"
"CC=1C=C(C=CC1)[Bi](C1=CC(=CC=C1)C)C1=CC(=CC=C1)C","US06268387B132","reactant"
"C(C)N(CC)CC","US06268387B132","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B133","reactant"
"IC1=CC(=CC=C1)[N+](=O)[O-]","US06268387B133","reactant"
"C([O-])([O-])=O.[K+].[K+]","US06268387B133","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B134","reactant"
"CC1=CC=C(C=C1)[Bi](C1=CC=C(C=C1)C)C1=CC=C(C=C1)C","US06268387B134","reactant"
"C(C)N(CC)CC","US06268387B134","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B135","reactant"
"ClC=1C=C(C=C(C1)Cl)I","US06268387B135","reactant"
"C([O-])([O-])=O.[K+].[K+]","US06268387B135","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B136","reactant"
"CC=1C=C(C=C(C1)C)[Bi](C1=CC(=CC(=C1)C)C)C1=CC(=CC(=C1)C)C","US06268387B136","reactant"
"C(C)N(CC)CC","US06268387B136","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1F","US06268387B137","reactant"
"C1(=CC=CC=C1)[Bi](C1=CC=CC=C1)C1=CC=CC=C1","US06268387B137","reactant"
"C(C)N(CC)CC","US06268387B137","reactant"
"NC=1C=C(C(=O)NC2=CC=C(C=C2)F)C=CC1OC","US06268387B138","reactant"
"C1(=CC=CC=C1)[Bi](C1=CC=CC=C1)C1=CC=CC=C1","US06268387B138","reactant"
"C(C)N(CC)CC","US06268387B138","reactant"
"NC=1C=C(C(=O)NC2=CC=C(C=C2)F)C=CC1OC","US06268387B139","reactant"
"FC(C=1C=C(C=CC1)[Bi](C1=CC(=CC=C1)C(F)(F)F)C1=CC(=CC=C1)C(F)(F)F)(F)F","US06268387B139","reactant"
"C(C)N(CC)CC","US06268387B139","reactant"
"[N+](=O)([O-])C=1C=C(C(=O)NC2=CC=CC=C2)C=CC1CC","US06268387B140","reactant"
"FC(C=1C=C(C=CC1)[Bi](C1=CC(=CC=C1)C(F)(F)F)C1=CC(=CC=C1)C(F)(F)F)(F)F","US06268387B140","reactant"
"C(C)N(CC)CC","US06268387B140","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1SC","US06268387B141","reactant"
"FC(C=1C=C(C=CC1)[Bi](C1=CC(=CC=C1)C(F)(F)F)C1=CC(=CC=C1)C(F)(F)F)(F)F","US06268387B141","reactant"
"C(C)N(CC)CC","US06268387B141","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B142","reactant"
"CC1(N=C(OC1)C1=CC=C(C=C1)[Bi](C1=CC=C(C=C1)C=1OCC(N1)(C)C)C1=CC=C(C=C1)C=1OCC(N1)(C)C)C","US06268387B142","reactant"
"C(C)N(CC)CC","US06268387B142","reactant"
"NC=1C=C(C(=O)NC=2C=NC=CC2)C=CC1OC","US06268387B143","reactant"
"FC(C=1C=C(C=CC1)[Bi](C1=CC(=CC=C1)C(F)(F)F)C1=CC(=CC=C1)C(F)(F)F)(F)F","US06268387B143","reactant"
"C(C)N(CC)CC","US06268387B143","reactant"
"NC=1C=C(C(=O)NC2=CC=C(C=C2)F)C=CC1OC","US06268387B144","reactant"
"CC=1C=C(C=C(C1)C)[Bi](C1=CC(=CC(=C1)C)C)C1=CC(=CC(=C1)C)C","US06268387B144","reactant"
"C(C)N(CC)CC","US06268387B144","reactant"
"NC=1C=C(C(=O)NC2=CC(=C(C=C2)Cl)Cl)C=CC1OC","US06268387B145","reactant"
"FC(C=1C=C(C=CC1)[Bi](C1=CC(=CC=C1)C(F)(F)F)C1=CC(=CC=C1)C(F)(F)F)(F)F","US06268387B145","reactant"
"C(C)N(CC)CC","US06268387B145","reactant"
"NC=1C=C(C(=O)NC2=CC(=C(C=C2)F)F)C=CC1OC","US06268387B146","reactant"
"FC(C=1C=C(C=CC1)[Bi](C1=CC(=CC=C1)C(F)(F)F)C1=CC(=CC=C1)C(F)(F)F)(F)F","US06268387B146","reactant"
"C(C)N(CC)CC","US06268387B146","reactant"
"NC=1C=C(C=CC1OC)NC(C1=CC=CC=C1)=O","US06268387B147","reactant"
"C1(=CC=CC=C1)[Bi](C1=CC=CC=C1)C1=CC=CC=C1","US06268387B147","reactant"
"C(C)N(CC)CC","US06268387B147","reactant"
"C(C1=CC=CC=C1)=O","US06268387B148","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B148","reactant"
"C(C)(=O)O","US06268387B148","reactant"
"C(C)(=O)O[BH-](OC(C)=O)OC(C)=O.[Na+]","US06268387B148","reactant"
"C([O-])(O)=O.[Na+]","US06268387B148","reactant"
"ClC=1C=C(C=O)C=C(C1)Cl","US06268387B149","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B149","reactant"
"C(C)(=O)O","US06268387B149","reactant"
"C(C)(=O)O[BH-](OC(C)=O)OC(C)=O.[Na+]","US06268387B149","reactant"
"COC=1C=C(C=O)C=CC1OC","US06268387B150","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B150","reactant"
"C(C)(=O)O","US06268387B150","reactant"
"C(C)(=O)O[BH-](OC(C)=O)OC(C)=O.[Na+]","US06268387B150","reactant"
"O(C1=CC=CC=C1)C=1C=C(C(=O)O)C=CC1","US06268387B151","reactant"
"C(C(=O)Cl)(=O)Cl","US06268387B151","reactant"
"NC1=CC=CC=C1","US06268387B151","reactant"
"COC(C1=CC(=C(C=C1)OC)O)=O","US06268387B152","reactant"
"C1(=CC=CC=C1)[Bi](C1=CC=CC=C1)C1=CC=CC=C1","US06268387B152","reactant"
"C(C)N(CC)CC","US06268387B152","reactant"
"COC(C1=CC(=C(C=C1)OC)OC1=CC=CC=C1)=O","US06268387B153","reactant"
"O","US06268387B153","reactant"
"O(C1=CC=CC=C1)C=1C=C(C(=O)O)C=CC1OC","US06268387B154","reactant"
"C(C(=O)Cl)(=O)Cl","US06268387B154","reactant"
"NC1=CC=CC=C1","US06268387B154","reactant"
"C1(=CC=CC=C1)NC=1C=C(C(=O)OC)C=CC1OC","US06268387B155","reactant"
"[OH-].[Na+]","US06268387B155","reactant"
"OS(=O)(=O)O","US06268387B157","reactant"
"NC=1C=C(C(=O)O)C=CC1OC","US06268387B157","reactant"
"CO","US06268387B157","reactant"
"COC(C1=C(C=C(C=C1)OC)NC(C)=O)=O","US06268387B158","reactant"
"BrC1=CC(=CC(=C1)Cl)Cl","US06268387B158","reactant"
"C([O-])(O)=O.[Na+]","US06268387B158","reactant"
"C1(=CC(=CC(=C1)C)C)C","US06268387B158","reactant"
"C(C)(=O)OCC","US06268387B158","reactant"
"Cl","US06268387B159","reactant"
"COC(C1=CC(=C(C=C1)OC)N(C1=CC(=CC(=C1)Cl)Cl)C(C)=O)=O","US06268387B159","reactant"
"COC(C1=CC(=C(C=C1)OC)NC1=CC(=CC(=C1)Cl)Cl)=O","US06268387B160","reactant"
"Br","US06268387B160","reactant"
"[OH-].[NH4+]","US06268387B160","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B161","reactant"
"ClC=1C=C(C=C(C1)Cl)N=C=S","US06268387B161","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B162","reactant"
"ClC=1C=C(C=CC1)N=C=S","US06268387B162","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B163","reactant"
"C1(=CC=CC=C1)N=C=S","US06268387B163","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B164","reactant"
"FC(C1=CC=C(C=C1)N=C=S)(F)F","US06268387B164","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B165","reactant"
"ClC1=CC=C(C=C1)N=C=S","US06268387B165","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B166","reactant"
"[N+](=O)([O-])C=1C=C(C=CC1)N=C=S","US06268387B166","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B167","reactant"
"C(C1=CC=CC=C1)(=O)N=C=S","US06268387B167","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B168","reactant"
"FC1=C(C(=C(C=C1F)F)F)N=C=S","US06268387B168","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1C","US06268387B169","reactant"
"ClC=1C=C(C=C(C1)Cl)N=C=S","US06268387B169","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B170","reactant"
"COC=1C=C(C=CC1OC)N=C=S","US06268387B170","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B171","reactant"
"ClC1=C(C=C(C=C1)N=C=S)C(F)(F)F","US06268387B171","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B172","reactant"
"C(C)(=O)C=1C=C(C=CC1)N=C=S","US06268387B172","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B173","reactant"
"ClC1=C(C=C(C=C1)N=C=S)[N+](=O)[O-]","US06268387B173","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B174","reactant"
"FC1=CC=C(C=C1)N=C=S","US06268387B174","reactant"
"NC=1C=C(C(=O)NC2=CC=C(C=C2)OC)C=CC1OC","US06268387B175","reactant"
"ClC=1C=C(C=C(C1)Cl)N=C=S","US06268387B175","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B176","reactant"
"N1=CC(=CC=C1)N=C=S","US06268387B176","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B177","reactant"
"FC(C=1C=C(C=CC1)N=C=S)(F)F","US06268387B177","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B178","reactant"
"ClC=1C=C(C=CC1Cl)N=C=S","US06268387B178","reactant"
"NC=1C=C(C=CC1OC)NC(=O)NC1=CC=CC=C1","US06268387B179","reactant"
"ClC=1C=C(C=C(C1)Cl)N=C=S","US06268387B179","reactant"
"NC=1C=C(C=CC1OC)NC(C1=CC=CC=C1)=O","US06268387B180","reactant"
"ClC=1C=C(C=C(C1)Cl)N=C=S","US06268387B180","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B181","reactant"
"FC(C=1C=C(C=C(C1)C(F)(F)F)N=C=S)(F)F","US06268387B181","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B182","reactant"
"N(=C=S)C1=CC=C(C=C1)S(=O)(=O)N","US06268387B182","reactant"
"NC=1C=C(C(=O)NC2=CC=C(C=C2)F)C=CC1OC","US06268387B183","reactant"
"ClC=1C=C(C=C(C1)Cl)N=C=S","US06268387B183","reactant"
"NC=1C=C(C(=O)NC2=CC=C(C=C2)Cl)C=CC1OC","US06268387B184","reactant"
"ClC=1C=C(C=C(C1)Cl)N=C=S","US06268387B184","reactant"
"NC=1C=C(C(=O)NC2=CC=C(C=C2)C)C=CC1OC","US06268387B185","reactant"
"ClC=1C=C(C=C(C1)Cl)N=C=S","US06268387B185","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1F","US06268387B186","reactant"
"ClC=1C=C(C=C(C1)Cl)N=C=S","US06268387B186","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B187","reactant"
"CC1=C(C=CC=C1)N=C=S","US06268387B187","reactant"
"C(C(=O)Cl)(=O)Cl","US06268387B188","reactant"
"FC1=C(C(=O)O)C=C(C=C1)[N+](=O)[O-]","US06268387B188","reactant"
"CN(C)C=O","US06268387B188","reactant"
"NC1=CC=CC=C1","US06268387B188","reactant"
"NC=1C=CC(=C(C(=O)NC2=CC=CC=C2)C1)F","US06268387B189","reactant"
"ClC=1C=C(C=C(C1)Cl)N=C=S","US06268387B189","reactant"
"NC=1C=C(C(=O)NC2=CC(=C(C=C2)C)C)C=CC1OC","US06268387B190","reactant"
"CC=1C=C(C=CC1)N=C=S","US06268387B190","reactant"
"NC=1C=C(C(=O)NC2=CC(=CC(=C2)C)C)C=CC1OC","US06268387B191","reactant"
"CC=1C=C(C=CC1)N=C=S","US06268387B191","reactant"
"NC=1C=C(C(=O)NC2=CC(=C(C=C2)C)Cl)C=CC1OC","US06268387B192","reactant"
"ClC=1C=C(C=C(C1)Cl)N=C=S","US06268387B192","reactant"
"NC=1C=C(C(=O)NC2=CC(=C(C=C2)F)F)C=CC1OC","US06268387B193","reactant"
"ClC=1C=C(C=C(C1)Cl)N=C=S","US06268387B193","reactant"
"NC=1C=C(C(=O)NC2=CC(=CC=C2)Cl)C=CC1OC","US06268387B194","reactant"
"FC1=CC=C(C=C1)N=C=S","US06268387B194","reactant"
"COC1=C(C=C(C(=O)NC2=CC=CC=C2)C=C1)N","US06268387B195","reactant"
"C(=O)(O)C=1C=C(C=CC1)N=C=S","US06268387B195","reactant"
"NC=1C=C(C(=O)NC2=CC(=C(C=C2)Cl)Cl)C=CC1OC","US06268387B196","reactant"
"ClC=1C=C(C=C(C1)Cl)S(=O)(=O)Cl","US06268387B196","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B197","reactant"
"ClC=1C=C(C=C(C1)Cl)S(=O)(=O)Cl","US06268387B197","reactant"
"NC=1C=C(C(=O)NC2=CC(=C(C=C2)Cl)Cl)C=CC1OC","US06268387B198","reactant"
"CS(=O)(=O)OS(=O)(=O)C","US06268387B198","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B199","reactant"
"C(C)N(CC)CC","US06268387B199","reactant"
"C1(=CC=CC=C1)S(=O)(=O)Cl","US06268387B199","reactant"
"C(C)N(CC)CC","US06268387B199","reactant"
"C1(=CC=CC=C1)S(=O)(=O)Cl","US06268387B199","reactant"
"C(C)(=O)OCC","US06268387B199","reactant"
"COC1=CC=C(C=C1)S(=O)(=O)Cl","US06268387B1100","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B1100","reactant"
"[N+](=O)([O-])C=1C=C(C=CC1)S(=O)(=O)Cl","US06268387B1101","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B1101","reactant"
"ClC=1C=C(C=CC1)S(=O)(=O)Cl","US06268387B1102","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B1102","reactant"
"CC1=CC=C(C=C1)S(=O)(=O)Cl","US06268387B1103","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B1103","reactant"
"FC1=CC=C(C=C1)S(=O)(=O)Cl","US06268387B1104","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B1104","reactant"
"N1=CC=CC=C1","US06268387B1105","reactant"
"FC(C1=CC=C(C=C1)S(=O)(=O)Cl)(F)F","US06268387B1105","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B1105","reactant"
"Cl","US06268387B1105","reactant"
"C(CCC)S(=O)(=O)Cl","US06268387B1106","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B1106","reactant"
"N1=CC=CC2=CC=CC(=C12)S(=O)(=O)Cl","US06268387B1107","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B1107","reactant"
"C(C)(=O)NC=1SC(=C(N1)C)S(=O)(=O)Cl","US06268387B1108","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B1108","reactant"
"ClC=1SC(=CC1S(=O)(=O)Cl)Cl","US06268387B1109","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B1109","reactant"
"C1(=CC=CC2=CC=CC=C12)S(=O)(=O)Cl","US06268387B1110","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B1110","reactant"
"C(C)S(=O)(=O)Cl","US06268387B1111","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B1111","reactant"
"C(C1=CC=CC=C1)S(=O)(=O)Cl","US06268387B1112","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B1112","reactant"
"ClC=1C=C(C=CC1Cl)S(=O)(=O)Cl","US06268387B1113","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B1113","reactant"
"FC1=C(C=CC(=C1)F)S(=O)(=O)Cl","US06268387B1114","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B1114","reactant"
"CC=1C=C(C=CC1)S(=O)(=O)Cl","US06268387B1115","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B1115","reactant"
"C1=C(C=CC2=CC=CC=C12)S(=O)(=O)Cl","US06268387B1116","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B1116","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B1117","reactant"
"CN1C=NC(=C1)S(=O)(=O)Cl","US06268387B1117","reactant"
"S1C(=CC=C1)S(=O)(=O)Cl","US06268387B1118","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B1118","reactant"
"N1=CC=CC=C1","US06268387B1119","reactant"
"NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B1119","reactant"
"S(=O)(=O)(C1=CC=CC=2C(N(C)C)=CC=CC12)Cl","US06268387B1119","reactant"
"COC1=C(C=C(C(=O)NC2=CC=CC=C2)C=C1)NC1=CC=CC=C1","US06268387B1120","reactant"
"O","US06268387B1120","reactant"
"FC(OC1=CC=C(C(=O)O)C=C1)(F)F","US06268387B1121","reactant"
"[N+](=O)(O)[O-]","US06268387B1121","reactant"
"O","US06268387B1121","reactant"
"[N+](=O)([O-])C=1C=C(C(=O)O)C=CC1OC(F)(F)F","US06268387B1122","reactant"
"C(C(=O)Cl)(=O)Cl","US06268387B1122","reactant"
"FC1=CC=C(N)C=C1","US06268387B1122","reactant"
"COC1=C(C=C(C(=O)O)C=C1)[N+](=O)[O-]","US06268387B1123","reactant"
"S(=O)(Cl)Cl","US06268387B1123","reactant"
"NC=1C=C(C(=O)OC)C=CC1","US06268387B1123","reactant"
"N1=CC=CC=C1","US06268387B1123","reactant"
"COC(C1=CC(=CC=C1)NC(C1=CC(=C(C=C1)OC)[N+](=O)[O-])=O)=O","US06268387B1124","reactant"
"N1=CC=CC=C1","US06268387B1125","reactant"
"C(CCCCCCCCCCC)S(=O)(=O)Cl","US06268387B1125","reactant"
"NC=1C=C(C(=O)NC2=CC(=C(C=C2)Cl)Cl)C=CC1OC","US06268387B1125","reactant"
"Cl","US06268387B1125","reactant"
"ClC=1C=C(C=C(C1)Cl)S(=O)(=O)NC=1C=C(C(=O)NC2=CC=CC=C2)C=CC1OC","US06268387B1126","reactant"
"COC=1C=CC(=CC1)P2(=S)SP(=S)(S2)C=3C=CC(=CC3)OC","US06268387B1126","reactant"
"COC1=C(C=C(C(=O)NC2=CC=CC=C2)C=C1)CN","US06268387B1127","reactant"
"ClC=1C=C(C=C(C1)Cl)N=C=S","US06268387B1127","reactant"
"C(C)(=O)OC(C(=O)Cl)(O)C1=CC=CC=C1","US06268387B1128","reactant"
"COC1=C(C=C(C(=O)NC2=CC=CC=C2)C=C1)N","US06268387B1128","reactant"
"C(C)N(CC)CC","US06268387B1128","reactant"
"C(C)(=O)OCC","US06268387B1128","reactant"
"C(C)(=O)OCC","US06268387B1128","reactant"
"[OH-].[Na+]","US06268387B1129","reactant"
"C1(=CC=CC=C1)COC(CC(NC1=C(C=CC(=C1)C(NC1=CC=CC=C1)=O)OC)=O)=O","US06268387B1129","reactant"
"[OH-].[Na+]","US06268387B1129","reactant"
"OC1=C2C(=CC(OC2=CC(=C1)O)=O)CCC","US06268393B11","reactant"
"[Cl-].[Al+3].[Cl-].[Cl-]","US06268393B11","reactant"
"[N+](=O)([O-])C1=CC=CC=C1","US06268393B11","reactant"
"C(CC)(=O)Cl","US06268393B11","reactant"
"C(CC)(=O)Cl","US06268393B11","reactant"
"OC1=C2C(=CC(OC2=C(C(=C1)O)C(CC)=O)=O)CCC","US06268393B12","reactant"
"COC(CC(C)(O)C)OC","US06268393B12","reactant"
"CCCC1=CC(=O)OC2=C1C3=C(C4=C2[C@H]([C@@H]([C@H](O4)C)C)O)C=CC(O3)(C)C","US06268393B13","reactant"
"CCCC1=CC(=O)OC2=C1C3=C(C4=C2[C@@H]([C@H]([C@@H](O4)C)C)O)C=CC(O3)(C)C","US06268393B13","reactant"
"C(C)(=O)[O-]","US06268393B13","reactant"
"C(N)([O-])=O","US06268393B13","reactant"
"P(CC)CC","US06268448B11","reactant"
"P(CC)CC","US06268448B11","reactant"
"N(=[N+]=[N-])[Si](C)(C)C","US06268448B11","reactant"
"Cl.C1(=CC=CC=C1)P(=NCC1=CC=CC=C1)(NCC1=CC=CC=C1)C1=CC=CC=C1","US06268448B12","reactant"
"C(C)OCC","US06268448B12","reactant"
"CC(C)([O-])C.[K+]","US06268448B12","reactant"
"C(=C)C1=C(C=CC=C1)C=C","US06268451B11","reactant"
"C(C)C=CC1=CC=CC=C1","US06268451B11","reactant"
"ClC(Cl)[SiH3]","US06268451B11","reactant"
"ClC(Cl)[SiH3]","US06268451B11","reactant"
"C(C=C)N","US06268452B11","reactant"
"CS(=O)(=O)O","US06268452B11","reactant"
"[N+](=O)([O-])C1=C(C=CC(=C1)[N+](=O)[O-])F","US06268460B11","reactant"
"CN1C(CCC1)=O","US06268460B11","reactant"
"C(C=C)NCC=C","US06268460B11","reactant"
"C([O-])([O-])=O.[K+].[K+]","US06268460B11","reactant"
"Cl.N1=CC=C(C=C1)CCl","US06268370B11","reactant"
"CN","US06268370B11","reactant"
"CNCC1=CC=NC=C1","US06268370B12","reactant"
"C(C)N(CC)CC","US06268370B12","reactant"
